Idiom,Sense,Idiomatic_Sent,Literal_Sent,Idiomatic_Label,Literal_Label
every nook and cranny,every part of a place,My mother usually ends up searching every nook and cranny to find her keys and almost always finds it in her purse .,My mother usually ends up searching everywhere to find her keys and almost always finds it in her purse .,O O O O O O B I O I O O O O O O O O O O O O O,O O O O O O B O O O O O O O O O O O O O
every nook and cranny,every part of a place,The divers searched every nook and cranny of the river bed but could not find his body .,The divers searched every area of the river bed but could not find his body .,O O O O B I I O O O O O O O O O O O,O O O O B O O O O O O O O O O O
every nook and cranny,every part of a place,I have been searching for the text book in every nook and cranny of the market but have not been able to find it yet .,I have been searching for the text book in every place in the market but have not been able to find it yet .,O O O O O O O O O O B I I I O O O O O O O O O O O O,O O O O O O O O O O B O O O O O O O O O O O O O
every nook and cranny,every part of a place,Their search for the perfect groom went on to every nook and cranny before they finally found a suitable match for their daughter .,Their search for the perfect groom went on to even the smallest places before they finally found a suitable match for their daughter .,O O O O O O O O O B I I I O O O O O O O O O O O,O O O O O O O O O B O I I O O O O O O O O O O O
every nook and cranny,every part of a place,My toddler gets into every nook and cranny of the house and finds something that she can break each time .,My toddler gets into every place in the house and finds something that she can break each time .,O O O O O B O I I O O O O O O O O O O O O,O O O O O B I O O O O O O O O O O O O
when pigs fly,something that will never happen,"Her crazy mother said that being so lazy , Megan is going to be rich one day for sure and without any hard working job and Come on , when pigs fly !","Her crazy mother said that being so lazy , Megan is going to be rich one day for sure and without any hard working job and Come on , that 's impossible",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I
when pigs fly,something that will never happen,"I asked my boss if I could go on a two month vacation , he said when pigs fly !","I asked my boss if I could go on a two month vacation , he said it would be very unlikely",O O O O O O O O O O O O O O O O B I I I,O O O O O O O O O O O O O O O O B I I I I
when pigs fly,something that will never happen,I think he 'll pay you back your money - when pigs fly . ',I think he 'll pay you back your money - never . ',O O O O O O O O O O B I I O O,O O O O O O O O O O B O O
when pigs fly,something that will never happen,"Her crazy mother said that being so lazy , Megan is going to be rich one day for sure and without any hard working job and Come on , when pigs fly ! I asked my boss if I could go on a two month vacation , he said yes ,","Her crazy mother said that being so lazy , Megan is going to be rich one day for sure and without any hard working job and Come on , it will never happen ! I asked my boss if I could go on a two month vacation , he said yes ,",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O O
when pigs fly,something that will never happen,when pigs fly ! I think he 'll pay you back your money -,I think it 's unlikely that he 'll pay you back your money -,B I I I O O O O O O O O O O,O O B I I I O O O O O O O O
off on the wrong foot,off to a bad start/begin badly,Their relationship started off on the wrong foot when they had a huge misunderstanding .,Their relationship started off badly when they had a huge misunderstanding .,O O O O B I I I O O O O O O O,O O O O B O O O O O O O
off on the wrong foot,off to a bad start/begin badly,His career started off on the wrong foot when the company he joined had to shut down because of recession .,His career started off poorly when the company he joined had to shut down because of recession .,O O O O B O I I O O O O O O O O O O O O O,O O O O B O O O O O O O O O O O O O
off on the wrong foot,off to a bad start/begin badly,"We had started off on the wrong foot , but over time as we got to know each other , we developed a bond and trust for each other .","We had started off with poor first impressions , but over time as we got to know each other , we developed a bond and trust for each other .",O O O O B I I I O O O O O O O O O O O O O O O O O O O O O O,O O O O B I I I O O O O O O O O O O O O O O O O O O O O O O
off on the wrong foot,off to a bad start/begin badly,He got off on the wrong foot with his girlfriends father when they clashed over political views .,He got off to a bad start with his girlfriends father when they clashed over political views .,O O O B I I I O O O O O O O O O O O,O O O B I I I O O O O O O O O O O O
off on the wrong foot,off to a bad start/begin badly,He started off on the wrong foot in his new job when he had a bit of an argument with his manager .,He started off poorly in his new job when he had a bit of an argument with his manager .,O O O B I I I O O O O O O O O O O O O O O O O,O O O B O O O O O O O O O O O O O O O O
feather in your cap,It symbolizes honor and integrity of an achievement.,"Ruth scored the last goal for her team , adding a feather in her cap .","Ruth scored the last goal for her team , an achievement to her list .",O O O O O O O O O B I I I O I O,O O O O O O O O O B I I O I O
feather in your cap,It symbolizes honor and integrity of an achievement.,He will have one more feather in his cap after he has finished this incredibly difficult assignment .,He will have one more achievement after he has finished this incredibly difficult assignment .,O O O O O B I I I O O O O O O O O O,O O O O O B O O O O O O O O O
feather in your cap,It symbolizes honor and integrity of an achievement.,I felt like I had a feather in my cap after I aced that exam .,I felt like I had a major accomplishment after I aced that exam .,O O O O O O B I I I O O O O O O,O O O O O O B I O O O O O O
feather in your cap,It symbolizes honor and integrity of an achievement.,My uncle always says his greatest feather in his cap was marrying my aunt .,My uncle always says his greatest honor was marrying my aunt .,O O O O O O B I O I O O O O O,O O O O O O B O O O O O
feather in your cap,It symbolizes honor and integrity of an achievement.,They can claim this feather in their cap since it was this group of soldiers who withstood the enemy in such harsh conditions .,They can claim this as an incredibly hard achievemnet since it was this group of soldiers who withstood the enemy in such harsh conditions .,O O O O B O I I O O O O O O O O O O O O O O O O,O O O O B I I I I O O O O O O O O O O O O O O O O
blood is thicker than water,family relationships are more important than any other kind,"When you get into trouble , usually your family will be the ones to bail you out , not your friends and After all , blood is thicker than water .","When you get into trouble , usually your family will be the ones to bail you out , not your friends and After all , family relations and bonds are closer than other relationships .",O O O O O O O O O O O O O O O O O O O O O O O O O B I I O I O,O O O O O O O O O O O O O O O O O O O O O O O O O O B O I I I O I I O
blood is thicker than water,family relationships are more important than any other kind,"My friends are going for a camping trip during the weekend , but I have to help my brother with his shifting and Blood is thicker than water , you know .","My friends are going for a camping trip during the weekend , but I have to help my brother with his shifting and people who are related have stronger bonds with each other than with others , you know .",O O O O O O O O O O O O O O O O O O O O O O O B I I O I O O O O,O O O O O O O O O O O O O O O O O O O O O O O B I O I O I I O I I O O I O O O O
blood is thicker than water,family relationships are more important than any other kind,"I had to choose between attending my cousin 's and friend 's wedding , which were on the same day , and I chose my cousin 's and blood is thicker than water , after all .","I had to choose between attending my cousin 's and friend 's wedding , which were on the same day , and I chose my cousin 's and blood relations are more important than other kinds of relations , after all .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O I O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I O I I I I O O O O
blood is thicker than water,family relationships are more important than any other kind,"When his sister was going through a difficult period and needed support , he dropped everything and went to stand by her ; blood is thicker than water .","When his sister was going through a difficult period and needed support , he dropped everything and went to stand by her ; family relations and bonds are closer than other relationships .",O O O O O O O O O O O O O O O O O O O O O O O B I I O I O,O O O O O O O O O O O O O O O O O O O O O O O B I O I I I O I I O
blood is thicker than water,family relationships are more important than any other kind,"For most cannibals , blood is thicker than water .","For most cannibals , family relationships are more important .",O O O O B I I I I O,O O O O B I I I I O
come of age,to reach maturity,"After years of experimentation with colors and strokes , his painting has come of age .","After years of experimentation with colors and strokes , his painting has reached maturity .",O O O O O O O O O O O O B O I O,O O O O O O O O O O O O B I O
come of age,to reach maturity,Communities across the world have diverse traditions to celebrate the coming of age of their young ones .,Communities across the world have diverse traditions to celebrate the adulthood of their young ones .,O O O O O O O O O O B O I O O O O O,O O O O O O O O O O B O O O O O
come of age,to reach maturity,"When he comes of age , he would get a large inheritance from his grandfather .","When he reaches legal adulthood , he would get a large inheritance from his grandfather .",O O B I I O O O O O O O O O O O,O O B I I O O O O O O O O O O O
come of age,to reach maturity,"Now that you have come of age , you should be more responsible and accountable for your actions .","Now that you are legally responsible for your behavior , you should be more responsible and accountable for your actions .",O O O B I I I O O O O O O O O O O O O,O O O B I O O O I O O O O O O O O O O O O
come of age,to reach maturity,"His early films used to be of low quality , but with this film , he has certainly come of age as a director of high repute .","His early films used to be of low quality , but with this film , he has certainly reached maturity as a director of high repute .",O O O O O O O O O O O O O O O O O O B O I O O O O O O O,O O O O O O O O O O O O O O O O O O B I O O O O O O O
come of age,to reach maturity,"Now that he has come of age , do you plan to teach him the ropes of the family business ?","Now that he has reached adult status , do you plan to teach him the ropes of the family business ?",O O O O B O I O O O O O O O O O O O O O O,O O O O B I I O O O O O O O O O O O O O O
come of age,to reach maturity,The country came of age as a financial and industrial hotbed when many of the world 's big companies opened their branches there .,The country attained prominence as a financial and industrial hotbed when many of the world 's big companies opened their branches there .,O O B O I O O O O O O O O O O O O O O O O O O O,O O B I O O O O O O O O O O O O O O O O O O O
come of age,to reach maturity,"After his first few books received lukewarm response , his writing finally came of age when he published this trilogy which went on to become a bestseller .","After his first few books received lukewarm response , his writing finally attained recognition when he published this trilogy which went on to become a bestseller .",O O O O O O O O O O O O B I I O O O O O O O O O O O O O,O O O O O O O O O O O O B I O O O O O O O O O O O O O
come of age,to reach maturity,"When he came of age , he decided to leave his ancestral home and find his calling elsewhere .","When he became an adult , he decided to leave his ancestral home and find his calling elsewhere .",O O B I I O O O O O O O O O O O O O O,O O B I I O O O O O O O O O O O O O O
all and sundry,everyone,I do n't want all and sundry to come to know about our differences .,I do n't want everyone to come to know about our differences .,O O O O B I I O O O O O O O O,O O O O B O O O O O O O O
all and sundry,everyone,Only those participating in the event have to come tomorrow and All and sundry need not come .,Only those participating in the event have to come tomorrow and people in general need not come .,O O O O O O O O O O O B O I O O O O,O O O O O O O O O O O B O I O O O O
all and sundry,everyone,Making this news public would mean that all and sundry would know that our company is not doing well .,Making this news public would mean that all the people would know that our company is not doing well .,O O O O O O O O B I O O O O O O O O O O,O O O O O O O O B I O O O O O O O O O O
all and sundry,everyone,"Her sister told her mother , who then told all and sundry .","Her sister told her mother , who then told everyone .",O O O O O O O O O B I I O,O O O O O O O O O B O
all and sundry,everyone,"Nevertheless , there are always some cowboys who like to argue with all and sundry , including their horse .","Nevertheless , there are always some cowboys who like to argue with everyone , including their horse .",O O O O O O O O O O O O B I I O O O O O,O O O O O O O O O O O O B O O O O O
cup of joe,a cup of coffee,"When I wake up in the morning , the first thing I do is make myself a cup of joe .","When I wake up in the morning , the first thing I do is make myself a cup of coffee .",O O O O O O O O O O O O O O O O O O O B O,O O O O O O O O O O O O O O O O O O O B O
cup of joe,a cup of coffee,I am going to the coffee shop for a cup of joe .,I am going to the coffee shop for a cup of coffee .,O O O O O O O O O O O B O,O O O O O O O O O O O O O
cup of joe,a cup of coffee,Nothing energizes me more than a cup of joe in the morning .,Nothing energizes me more than a cup of coffee in the morning .,O O O O O O O O B O O O O,O O O O O O O O B O O O O
cup of joe,a cup of coffee,That long meeting has given me bad headache and What I really need now is a strong cup of joe .,That long meeting has given me bad headache and What I really need now is a strong cup of coffee .,O O O O O O O O O O O O O O O O O O O B O,O O O O O O O O O O O O O O O O O O O B O
cup of joe,a cup of coffee,I ca n't really think straight in the morning until I have had my first cup of joe .,I ca n't really think straight in the morning until I have had my first cup of coffee .,O O O O O O O O O O O O O O O O O B O,O O O O O O O O O O O O O O O O O B O
cup of joe,a cup of coffee,We 've been travelling for quite some time and Let 's stop somewhere for a cup of joe .,We 've been travelling for quite some time and Let 's stop somewhere for a cup of coffee .,O O O O O O O O O O O O O O O O O B O,O O O O O O O O O O O O O O O O O B O
cup of joe,a cup of coffee,Where can I get a good cup of joe around here ?,Where can I get a good cup of coffee around here ?,O O O O O O O O B O O O,O O O O O O O O B O O O
cup of joe,a cup of coffee,I am going for a cup of joe ; anyone interested ? ',I am going for a cup of coffee ; anyone interested ? ',O O O O O O O B O O O O O,O O O O O O O B O O O O O
done for,to be over,The deal is done for I am not going to speak with that man again .,"The deal is dead , I am not going to speak with that man again .",O O O B I O O O O O O O O O O O,O O O B I O O O O O O O O O O O
done for,to be over,That too old car is just about done for .,That too old car is just about finished .,O O O O O O O B I O,O O O O O O O B O
done for,to be over,The marriage is done for and there is nothing more left to fight for .,The marriage is ending and there is nothing more left to fight for .,O O O B O O O O O O O O O O O,O O O B O O O O O O O O O O
done for,to be over,After lying to him about where she was their relationship was practically done for .,After lying to him about where she was their relationship was practically over .,O O O O O O O O O O O O B I O,O O O O O O O O O O O O B O
done for,to be over,When he pulled out the gun I was sure that we were all done for .,When he pulled out the gun I was sure that we were all finished .,O O O O O O O O O O O O O B I O,O O O O O O O O O O O O O B O
done for,to be over,I am done for standing up for people who themselves can not pick the fight .,I am finished with standing up for people who themselves can not pick the fight .,O O B O O O O O O O O O O O O O,O O B I O O O O O O O O O O O O
done for,to be over,"With missiles flying overhead and machine guns shooting at us , I thought we were done for .","With missiles flying overhead and machine guns shooting at us , I thought we were going to die .",O O O O O O O O O O O O O O O B I O,O O O O O O O O O O O O O O O B I I O
in a bad way,to say or mean something ill,The teacher did not mean it in a bad way but the student felt insulted at being asked to explain anyway .,The teacher did not mean it in a mean way but the student felt insulted at being asked to explain anyway .,O O O O O O O O B O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O
in a bad way,to say or mean something ill,"I never said that in a bad way , if she misunderstood then it was her job to get the statement clarified .","I never said that in a troublesome way , if she misunderstood then it was her job to get the statement clarified .",O O O O O O B O O O O O O O O O O O O O O O O,O O O O O O B O O O O O O O O O O O O O O O O
in a bad way,to say or mean something ill,"She always takes things he says in a bad way , that is why their relationship has so many problems .","She always takes things he says in a negative manner , that is why their relationship has so many problems .",O O O O O O O O B I O O O O O O O O O O O,O O O O O O O O B I O O O O O O O O O O O
in a bad way,to say or mean something ill,She made him promise to never repeat such an act and he did it because he understands that he spoke to her in a bad way .,She made him promise to never repeat such an act and he did it because he understands that he spoke to her in a mean way .,O O O O O O O O O O O O O O O O O O O O O O O O B O O,O O O O O O O O O O O O O O O O O O O O O O O O B O O
in a bad way,to say or mean something ill,"The movies always show these things in a bad way , in real life it is not so horrible .","The movies always show these things in a bad light , in real life it is not so horrible .",O O O O O O O O O B O O O O O O O O O O,O O O O O O O O O B O O O O O O O O O O
in a bad way,to say or mean something ill,She has been in a bad way ever since her parents left for the pilgrimage .,She has been in a worse state ever since her parents left for the pilgrimage .,O O O O O B I O O O O O O O O O,O O O O O B I O O O O O O O O O
take turns,to do something in turns,"I understand that everybody wants to try driving , but you will have to take turns .","I understand that everybody wants to try driving , but you will have to go one at a time .",O O O O O O O O O O O O O O B I O,O O O O O O O O O O O O O O B I I I I O
take turns,to do something in turns,They need to take turns playing with an object .,They need to rotate turns playing with an object .,O O O B O O O O O O,O O O B O O O O O O
take turns,to do something in turns,We are going to take turns working weekends .,We are going to alternate working weekends .,O O O O B I O O O,O O O O B O O O
take turns,to do something in turns,John and I take turns to take the dogs for a walk .,John and I take rotate turns to take the dogs for a walk .,O O O O O O O O O O O O O,O O O O B O O O O O O O O O
take turns,to do something in turns,Our group will take turns talking during the presentation .,Our group will alternate who is speaking talking during the presentation .,O O O B I O O O O O,O O O B I I I O O O O O
take turns,to do something in turns,We take turns doing the dishes in our house .,We rotate who does the dishes in our house .,O B I I O O O O O O,O B I I O O O O O O
take turns,to do something in turns,My mom wants us to take turns washing the car .,My mom wants us to rotate turns washing the car .,O O O O O B O O O O O,O O O O O B O O O O O
take turns,to do something in turns,"We all want to sleep in the large bedroom , so we have decided to take turns .","We all want to sleep in the large bedroom , so we have decided to alternate turns .",O O O O O O O O O O O O O O O B O O,O O O O O O O O O O O O O O O B O O
acid test,a severe or crucial test,"He played well in the last match , but the acid test will come when the team plays the stronger opponents .","He played well in the last match , but a decisive test will come when the team plays the stronger opponents .",O O O O O O O O O O B O O O O O O O O O O O,O O O O O O O O O B I O O O O O O O O O O O
acid test,a severe or crucial test,The acid test for the new theory would come when it is actually implemented and the results come out .,The a test that proves a hypothesis or validity of the new theory would come when it is actually implemented and the results come out .,O B O I O O O O O O O O O O O O O O O O,O B O I I I I I I I O O O O O O O O O O O O O O O O
acid test,a severe or crucial test,"The politician made a lot of promises , but the acid test would come when he assumes office and starts delivering on them .","The politician made a lot of promises , but the test of his value would come when he assumes office and starts delivering on them .",O O O O O O O O O O B O O O O O O O O O O O O O,O O O O O O O O O O O O B I O O O O O O O O O O O O
acid test,a severe or crucial test,"He 's had an easy tournament so far , but the next match would be his first real acid test .","He 's had an easy tournament so far , but the next match would be his first real sure test .",O O O O O O O O O O O O O O O O O O B O O,O O O O O O O O O O O O O O O O O O B O O
acid test,a severe or crucial test,The acid test for the budding singer was when he had his first big show and had to sing in front of a large audience .,The foolproof test for the budding singer was when he had his first big show and had to sing in front of a large audience .,O B O O O O O O O O O O O O O O O O O O O O O O O O,O B O O O O O O O O O O O O O O O O O O O O O O O O
acid test,a severe or crucial test,That 's the acid test .,That 's the test of quality .,O O O B O O,O O O O B I O
bad-mouth,to say something bad about something,The social parties in this area are just meant for old ladies to gather around and bad-mouth everyone who did not show up .,The social parties in this area are just meant for old ladies to gather around and talk poorly about everyone who did not show up .,O O O O O O O O O O O O O O O O B O O O O O O O,O O O O O O O O O O O O O O O O B I I O O O O O O O
bad-mouth,to say something bad about something,I am not one to bad-mouth anybody for their appearance .,I am not one to talk bad about anybody for their appearance .,O O O O O B O O O O O,O O O O O B I I O O O O O
bad-mouth,to say something bad about something,"In her school , the kids badmouth their teachers .","In her school , the kids criticize their teachers .",O O O O O O B O O O,O O O O O O B O O O
bad-mouth,to say something bad about something,Bad mouthing people is the worst use of your time possible .,Talking bad about people is the worst use of your time possible .,B I O O O O O O O O O O,B I I O O O O O O O O O O
bad-mouth,to say something bad about something,This aspect of her bad mouthing everything that happens has made her very unpopular .,This aspect of her maligning everything that happens has made her very unpopular .,O O O O B I O O O O O O O O O,O O O O B O O O O O O O O O
bad-mouth,to say something bad about something,I do not like to speak with people who enjoy bad mouthing .,I do not like to speak with people who enjoy speaking poorly of others .,O O O O O O O O O O B I O,O O O O O O O O O O B I I I O
bad-mouth,to say something bad about something,You should not badmouth your friends .,You should not talk bad about your friends .,O O O B O O O,O O O B I I O O O
on doorstep,to be near where someone lives,The best thing about having a house in this society is that all the popular eating joints are right at our doorstep .,The best thing about having a house in this society is that all the popular eating joints are very close to us .,O O O O O O O O O O O O O O O O O O B I I I O,O O O O O O O O O O O O O O O O O O B I I I O
on doorstep,to be near where someone lives,The biggest park in the city is right at her doorstep .,The biggest park in the city is right next .,O O O O O O O O B I I O,O O O O O O O O B O
on doorstep,to be near where someone lives,It is fantastic to know that such a popular actor lives right at your doorstep .,It is fantastic to know that such a popular actor lives so close to you .,O O O O O O O O O O O B I I I O,O O O O O O O O O O O B I O I O
on doorstep,to be near where someone lives,I got the food delivered on my doorstep .,I got the food delivered to my door .,O O O O O B O I O,O O O O O B O I O
on doorstep,to be near where someone lives,She stood at my doorstep for a very long time but since the children and I were alone at home I did not open the doors to a stranger .,She stood at my door for a very long time but since the children and I were alone at home I did not open the doors to a stranger .,O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O
on doorstep,to be near where someone lives,I finished the ice cream on the doorstep .,I finished the ice cream at the door .,O O O O O B O I O,O O O O O B O I O
on doorstep,to be near where someone lives,Tina put her foot on the doorstep of the cottage for her in-laws to take her in again .,Tina put her foot at the front of the cottage for her in-laws to take her in again .,O O O O B O I O O O O O O O O O O O O,O O O O B O I O O O O O O O O O O O O
on doorstep,to be near where someone lives,The children are playing on the doorstep .,The children are playing at the front door .,O O O O B O I O,O O O O B O I I O
on doorstep,to be near where someone lives,"Oh my God , I never known that my favorite singer lives on your doorstep .","Oh my God , I never known that my favorite singer lives so close to you .",O O O O O O O O O O O O B I I O,O O O O O O O O O O O O B I I I O
on doorstep,to be near where someone lives,The third round of the US economic slowdown is literally at the doorstep of all the developing countries .,The third round of the US economic slowdown is so close to all the developing countries .,O O O O O O O O O B I O I O O O O O O,O O O O O O O O O B I I O O O O O
take stock,to think carefully about the things that have happened in a situation in order to decide what to do next,"Before deciding on which job to take , Peter has decided to take stock in order to make an informed decision on which choice would be best for him and his family .","Before deciding on which job to take , Peter has decided to think about the situation in order to make an informed decision on which choice would be best for him and his family .",O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O O
take stock,to think carefully about the things that have happened in a situation in order to decide what to do next,John and Susan needed to take stock of their finances before deciding whether they could go on an overseas holiday for Christmas .,John and Susan needed to think carefully about their finances before deciding whether they could go on an overseas holiday for Christmas .,O O O O O B I I O O O O O O O O O O O O O O O,O O O O O B I I O O O O O O O O O O O O O O O
take stock,to think carefully about the things that have happened in a situation in order to decide what to do next,He walked back inside and took stock of the situation .,He walked back inside and thought about the situation .,O O O O O B I I O O O,O O O O O B I O O O
take stock,to think carefully about the things that have happened in a situation in order to decide what to do next,"While in the hospital , Jeremy took stock of his life .","While in the hospital , Jeremy thought about his life .",O O O O O O B I I O O O,O O O O O O B I O O O
take stock,to think carefully about the things that have happened in a situation in order to decide what to do next,The teacher told her students that they had to make some time to take stock of their dreams before deciding on a career .,The teacher told her students that they had to make some time to think carefully about their dreams before deciding on a career .,O O O O O O O O O O O O O B I I O O O O O O O O,O O O O O O O O O O O O O B I I O O O O O O O O
cave in,to collapse,The building caved in by itself after being erect for almost 70 years .,The building collapsed by itself after being erect for almost 70 years .,O O B I O O O O O O O O O O,O O B O O O O O O O O O O
cave in,to collapse,These days the houses cave in even before they are built and Such is the quality that is used today .,These days the houses collapse even before they are built and Such is the quality that is used today .,O O O O B I O O O O O O O O O O O O O O O,O O O O B O O O O O O O O O O O O O O O
cave in,to collapse,I travelled on the flyover yesterday and it is in the news today for caving in .,I travelled on the flyover yesterday and it is in the news today for collapsing .,O O O O O O O O O O O O O O B O O,O O O O O O O O O O O O O O B O
cave in,to collapse,She caved into the offer way too early which is why she got the raw end of the deal .,She succumbed to the offer way too early which is why she got the raw end of the deal .,O B I O O O O O O O O O O O O O O O O O,O B I O O O O O O O O O O O O O O O O O
cave in,to collapse,I caved in on my diet on the second day itself .,I admitted defeat on my diet on the second day itself .,O B I O O O O O O O O O,O B I O O O O O O O O O
cave in,to collapse,She caved into the pressure from her parents to get married otherwise she would have still been going to the university today .,She succumbed to the pressure from her parents to get married otherwise she would have still been going to the university today .,O B I O O O O O O O O O O O O O O O O O O O O,O B O O O O O O O O O O O O O O O O O O O O O
cave in,to collapse,I cave into the wishes of my children regardless of how much I decide to stand against them .,I succumb to the wishes of my children regardless of how much I decide to stand against them .,O B I O O O O O O O O O O O O O O O O,O B O O O O O O O O O O O O O O O O O
cave in,to collapse,Torrential rain led to caving in of dilapidated house .,Torrential rain led to collapse of dilapidated house .,O O O O B I O O O O,O O O O B O O O O
cave in,to collapse,The roof caved in and only then did they vacate that house . ',The roof collapsed and only then did they vacate that house . ',O O B I O O O O O O O O O O,O O B O O O O O O O O O O
bundle up,to dress warmly to protect oneself from the elements,It is important to bundle up before you go out to keep from getting cold .,It is important to dress warmly before you go out to keep from getting cold .,O O O O B I O O O O O O O O O O,O O O O B I O O O O O O O O O O
bundle up,to dress warmly to protect oneself from the elements,You need to bundle up the children before they go and play in the snow .,You need to dress the children warmly before they go and play in the snow .,O O O B I O O O O O O O O O O O,O O O B O O I O O O O O O O O O
bundle up,to dress warmly to protect oneself from the elements,"Even though I am in college , my mother still tells me to bundle up when I am going out and She still sees me as a child .","Even though I am in college , my mother still tells me to dress warmly when I am going out and She still sees me as a child .",O O O O O O O O O O O O O B I O O O O O O O O O O O O O O,O O O O O O O O O O O O O B I O O O O O O O O O O O O O O
bundle up,to dress warmly to protect oneself from the elements,I bundled Andy up before allowing him to go outside and They are expecting freezing temperatures tonight .,I dressed Andy warmly before allowing him to go outside and They are expecting freezing temperatures tonight .,O B O I O O O O O O O O O O O O O O,O B O I O O O O O O O O O O O O O O
bundle up,to dress warmly to protect oneself from the elements,"Bundle up before you go out , there 's a blizzard !","Dress up warmly before you go out , there 's a blizzard !",B O O O O O O O O O O O,B O I O O O O O O O O O O
bundle up,wrap up,I will bundle up all of my clothes and place it in the hamper to get washed .,I will wrap up all of my clothes and place it in the hamper to get washed .,O O B O O O O O O O O O O O O O O O,O O B O O O O O O O O O O O O O O O
bundle up,wrap up,I bundled up all of his belongings before packing it and I hope that nothing breaks on the way to the new house .,I tied together all of his belongings before packing it and I hope that nothing breaks on the way to the new house .,O B I O O O O O O O O O O O O O O O O O O O O O,O B I O O O O O O O O O O O O O O O O O O O O O
bundle up,wrap up,Would you please bundle up all of the projects and put them on my desk before you leave ? ',Would you please wrap up all of the projects and put them on my desk before you leave ? ',O O O B O O O O O O O O O O O O O O O O,O O O B O O O O O O O O O O O O O O O O
bundle up,wrap up,She bundled up her clothes and set out on the road .,She wrapped up her clothes and set out on the road .,O B O O O O O O O O O O,O B O O O O O O O O O O
bundle up,wrap up,"Now that this whole affair is bundled up , I 'm going to take a rest .","Now that this whole affair is wrapped up , I 'm going to take a rest .",O O O O O O B O O O O O O O O O O,O O O O O O B O O O O O O O O O O
alive and kicking,healthy and active,She had n't met her younger sister after her marriage and was delighted to see her alive and kicking at a social event last weekend .,She had n't met her younger sister after her marriage and was delighted to see her lively and active at a social event last weekend .,O O O O O O O O O O O O O O O O B O I O O O O O O O,O O O O O O O O O O O O O O O O B O I O O O O O O O
alive and kicking,healthy and active,I met my old school teacher yesterday and I was pleased to see that he was alive and kicking .,I met my old school teacher yesterday and I was pleased to see that he was active and doing well .,O O O O O O O O O O O O O O O O B O I O,O O O O O O O O O O O O O O O O B O I I O
alive and kicking,healthy and active,"He had been down with an illness for sometime , but now he has recovered and is alive and kicking .","He had been down with an illness for sometime , but now he has recovered and is full of energy .",O O O O O O O O O O O O O O O O O B O I O,O O O O O O O O O O O O O O O O O B I I O
alive and kicking,healthy and active,"That form of music may not be very popular with the masses any more , but it is certainly alive and kicking in some parts of the world .","That form of music may not be very popular with the masses any more , but it is certainly popular in some parts of the world .",O O O O O O O O O O O O O O O O O O O B I I O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O
alive and kicking,healthy and active,"Even at the ripe old age of 83 , he is alive and kicking and is actively pursuing his interests .","Even at the ripe old age of 83 , he is lively and active and is actively pursuing his interests .",O O O O O O O O O O O B O I O O O O O O O,O O O O O O O O O O O B O I O O O O O O O
alive and kicking,healthy and active,This traditional form of dance is still alive and kicking among the youth of today .,This traditional form of dance is still popular among the youth of today .,O O O O O O O B I I O O O O O O,O O O O O O O B O O O O O O
alive and kicking,healthy and active,"Although older and much mellowed down , the outspoken former sportsman is alive and kicking .","Although older and much mellowed down , the outspoken former sportsman is still popular .",O O O O O O O O O O O O B O I O,O O O O O O O O O O O O B I O
alive and kicking,healthy and active,A fresh round of funds from the investors kept the company 's business alive and kicking .,A fresh round of funds from the investors kept the company 's business successful .,O O O O O O O O O O O O O B I I O,O O O O O O O O O O O O O B O
pull a rabbit out of the hat,do something unexpected or surprising,"The team was losing till almost the end , but suddenly , it pulled a rabbit out of its hat and won the contest in the dying minutes .","The team was losing till almost the end , but suddenly , it pulled off something spectacular and won the contest in the dying minutes .",O O O O O O O O O O O O O O B I I I I I O O O O O O O O O,O O O O O O O O O O O O O O B I I O O O O O O O O O
pull a rabbit out of the hat,do something unexpected or surprising,"It is difficult for the company to survive , unless the management pulls a rabbit out of its hat .","It is difficult for the company to survive , unless the management pulls off something spectacular out of nowhere .",O O O O O O O O O O O O O B I O O I I O,O O O O O O O O O O O O O B I I O O I O
pull a rabbit out of the hat,do something unexpected or surprising,Can your favorite team pull a rabbit out of the hat and win the tournament this time ?,Can your favorite team pull off a miracle and win the tournament this time ?,O O O O O O B I I O I O O O O O O O,O O O O O B O I O O O O O O O
pull a rabbit out of the hat,do something unexpected or surprising,"The deal was about to be cancelled , but at the last moment , the sales team pulled a rabbit out of the hat and convinced the client to seal the deal .","The deal was about to be cancelled , but at the last moment , the sales team did a magic trick and convinced the client to seal the deal .",O O O O O O O O O O O O O O O O O B O I I I O I O O O O O O O O O,O O O O O O O O O O O O O O O O O B O I I O O O O O O O O O
